Current Loan Amount,Term,Credit Scores,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Annual Debt,Debt to Income Ratio,Debt to Income Ratio G/B,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Utilization Rate Good/Bad,Utilization Rate,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status
18012,Short Term,707,1,Rent,70169,Debt Consolidation,988.22,11858.64,0.17,Good DTI,16.5,10,0,Very Bad UR,0.89,14878,16717,0,0,
18014,Short Term,726,5,Rent,110088,Home Improvements,1477.01,17724.12,0.16,Good DTI,32.8,16,0,Good UR,0.41,35699,87283,0,0,
18016,Short Term,685,9,Home Mortgage,41037,Debt Consolidation,512.96,6155.52,0.15,Good DTI,14.9,9,0,Good UR,0.49,9788,19814,0,0,
18016,Short Term,,10,Home Mortgage,,Debt Consolidation,884.8,10617.6,,Very Bad DTI,33.6,12,0,Bad UR,0.57,26007,45868,0,0,
18016,Short Term,,9,Home Mortgage,,Debt Consolidation,512.96,6155.52,,Very Bad DTI,14.9,9,0,Good UR,0.49,9788,19814,0,0,
18017,Short Term,721,2,Rent,72168,Debt Consolidation,531.04,6372.48,0.09,Excellent DTI,13,9,0,Bad UR,0.68,18285,27049,0,0,
18017,Long Term,668,6,Rent,45549,Debt Consolidation,569.36,6832.32,0.15,Good DTI,17,13,0,Very Bad UR,0.71,7807,11073,0,0,
18018,Long Term,,10,Home Mortgage,,Business Loan,1568.24,18818.88,,Very Bad DTI,14,12,0,Bad UR,0.61,21347,35226,0,0,
18018,Short Term,740,7,Home Mortgage,80080,Home Improvements,1481.48,17777.76,0.22,Bad DTI,13.2,20,0,Good UR,0.33,10219,30874,0,0,
18018,Short Term,705,1,Home Mortgage,68258,Debt Consolidation,1313.97,15767.64,0.23,Bad DTI,17,11,1,Bad UR,0.54,6253,11644,0,1,
18018,Short Term,748,6,Home Mortgage,69069,Debt Consolidation,453.55,5442.6,0.08,Excellent DTI,21.4,6,0,Bad UR,0.54,16831,31459,0,0,
18020,Long Term,698,4,Home Mortgage,105116,Other,1042.4,12508.8,0.12,Good DTI,26,9,0,Excellent UR,0.22,8061,37147,0,0,
18020,Short Term,,8,Rent,,Debt Consolidation,1347.34,16168.08,,Very Bad DTI,13.6,8,0,Very Bad UR,0.84,13913,16623,0,0,
18022,Short Term,,6,Rent,,Other,394.94,4739.28,,Very Bad DTI,15.1,6,0,Bad UR,0.55,19417,35368,0,0,
18022,Long Term,696,1,Rent,97116,other,730.81,8769.72,0.09,Excellent DTI,15,7,1,Bad UR,0.57,4254,7411,0,0,
18023,Long Term,673,1,Home Mortgage,45059,Debt Consolidation,720.94,8651.28,0.19,Good DTI,16.4,10,0,Very Bad UR,0.85,10411,12320,0,0,
18023,Long Term,712,10,Home Mortgage,80104,Debt Consolidation,1555.35,18664.2,0.23,Bad DTI,22.2,9,0,Very Bad UR,0.77,22706,29527,0,0,
18025,Short Term,,10,Home Mortgage,,Debt Consolidation,3557.47,42689.64,,Very Bad DTI,35.2,19,1,Bad UR,0.51,20965,41190,0,1,
18026,Long Term,,10,Rent,,Debt Consolidation,1011.91,12142.92,,Very Bad DTI,11.4,15,0,Bad UR,0.53,7889,14858,0,0,
18029,Short Term,738,10,Home Mortgage,49216,other,1000.71,12008.52,0.24,Bad DTI,43.8,10,0,Bad UR,0.52,37758,72472,0,0,
18029,Short Term,748,8,Rent,80128,Debt Consolidation,994.92,11939.04,0.15,Good DTI,26.6,9,0,Bad UR,0.55,23733,43387,0,0,
18029,Long Term,709,10,Home Mortgage,132542,Debt Consolidation,1033.82,12405.84,0.09,Excellent DTI,18,10,0,Very Bad UR,0.89,34531,38799,0,0,
18031,Long Term,605,1,Rent,66593,Debt Consolidation,660.37,7924.44,0.12,Good DTI,15.9,26,0,Very Bad UR,0.72,23459,32492,0,0,
18034,Long Term,652,10,Rent,54103,Debt Consolidation,412.53,4950.36,0.09,Excellent DTI,14,9,1,Bad UR,0.63,12141,19240,1,0,
18036,Long Term,691,10,Home Mortgage,93186,Debt Consolidation,1553.1,18637.2,0.2,Good DTI,20.8,18,0,Bad UR,0.57,11560,20424,0,0,
18036,Long Term,,10,Home Mortgage,,Debt Consolidation,822.52,9870.24,,Very Bad DTI,13.9,5,0,Very Bad UR,0.89,18308,20547,0,0,
18036,Short Term,694,10,Home Mortgage,45090,Debt Consolidation,1439.12,17269.44,0.38,Very Bad DTI,5.4,11,2,Bad UR,0.56,5596,10029,0,2,
18038,Long Term,708,7,Home Mortgage,93195,Home Improvements,1343.57,16122.84,0.17,Good DTI,9.7,12,0,Good UR,0.38,7498,19627,0,0,
18040,Long Term,706,2,Rent,40144,major_purchase,308.78,3705.36,0.09,Excellent DTI,16,7,0,Excellent UR,0.25,8338,32956,0,0,
18041,Short Term,734,10,Home Mortgage,99426,Debt Consolidation,676.92,8123.04,0.08,Excellent DTI,25,7,0,Bad UR,0.55,17769,32190,0,0,
18043,Short Term,697,7,Home Mortgage,85221,other,838.01,10056.12,0.12,Good DTI,19,13,1,Very Bad UR,0.83,18286,22058,1,0,
18043,Long Term,745,10,Home Mortgage,180432,Debt Consolidation,963.81,11565.72,0.06,Excellent DTI,21.1,8,0,Bad UR,0.61,30595,50487,0,0,
18045,Short Term,707,2,Rent,56532,Debt Consolidation,711.36,8536.32,0.15,Good DTI,4.9,6,0,Bad UR,0.55,17092,31190,0,0,
18045,Short Term,725,4,Rent,70175,Debt Consolidation,1011.69,12140.28,0.17,Good DTI,8.9,15,0,Very Bad UR,0.87,17774,20360,0,0,
18047,Long Term,696,4,Home Mortgage,45117,other,973.78,11685.36,0.26,Bad DTI,16.1,8,0,Bad UR,0.67,16647,24846,0,0,
18047,Long Term,,10,Own Home,,Debt Consolidation,308.62,3703.44,,Very Bad DTI,34.5,7,0,Excellent UR,0.16,445,2714,0,0,
18048,Short Term,746,6,Rent,40388,Debt Consolidation,319.07,3828.84,0.09,Excellent DTI,10.1,14,0,Good UR,0.43,17044,39545,0,0,
18049,Short Term,749,10,Home Mortgage,63414,Debt Consolidation,1305.27,15663.24,0.25,Bad DTI,21.6,19,0,Good UR,0.45,16613,36675,0,0,
18049,Short Term,725,2,Rent,50135,Debt Consolidation,968.44,11621.28,0.23,Bad DTI,27.7,18,1,Very Bad UR,0.91,18897,20857,1,0,
18049,Short Term,,10,Rent,,Other,593.6,7123.2,,Very Bad DTI,13.3,8,1,Excellent UR,0.05,82,1713,1,0,
18050,Short Term,745,3,Rent,45126,Debt Consolidation,1026.62,12319.44,0.27,Bad DTI,15.8,10,0,Very Bad UR,0.78,19413,24762,0,0,
18050,Long Term,,5,Home Mortgage,,Debt Consolidation,703.65,8443.8,,Very Bad DTI,25.8,13,0,Very Bad UR,0.79,15057,19156,0,0,
18052,Long Term,690,8,Rent,70203,Debt Consolidation,936.04,11232.48,0.16,Good DTI,38.1,25,0,Excellent UR,0.14,8907,61853,0,0,
18052,Long Term,,6,Home Mortgage,,Home Improvements,223.78,2685.36,,Very Bad DTI,11.5,5,0,Very Bad UR,0.78,8018,10333,0,0,
18053,Short Term,725,1,Home Mortgage,57034,Debt Consolidation,584.61,7015.32,0.12,Good DTI,19.7,8,0,Good UR,0.48,16613,34611,0,0,
18053,Short Term,,1,Home Mortgage,,Debt Consolidation,584.61,7015.32,,Very Bad DTI,19.7,8,0,Good UR,0.48,16613,34611,0,0,
18053,Short Term,710,4,Rent,40972,Debt Consolidation,419.96,5039.52,0.12,Good DTI,8.5,23,0,Excellent UR,0.29,16177,55400,0,0,
18054,Long Term,674,1,Rent,55165,Debt Consolidation,868.85,10426.2,0.19,Good DTI,11.4,8,0,Bad UR,0.52,7007,13347,0,0,
18056,Long Term,726,10,Rent,82254,Debt Consolidation,740.29,8883.48,0.11,Excellent DTI,13.7,9,1,Bad UR,0.6,9444,15846,1,0,
18056,Short Term,709,7,Rent,52245,Other,1271.29,15255.48,0.29,Bad DTI,28.5,12,1,Bad UR,0.65,10997,16918,1,0,
18056,Short Term,671,1,Home Mortgage,83859,Debt Consolidation,415.1,4981.2,0.06,Excellent DTI,14.4,8,0,Bad UR,0.62,16235,26102,0,0,
18057,Long Term,681,10,Home Mortgage,59448,Debt Consolidation,985.85,11830.2,0.2,Good DTI,15.4,22,0,Very Bad UR,0.8,23187,29020,0,0,
18058,Short Term,747,4,Home Mortgage,69221,Debt Consolidation,917.18,11006.16,0.16,Good DTI,20.5,10,0,Good UR,0.42,17911,42243,0,0,
18058,Long Term,725,10,Rent,72230,Debt Consolidation,1396.45,16757.4,0.23,Bad DTI,15,19,0,Bad UR,0.51,31353,61236,0,0,
18059,Short Term,,10,Home Mortgage,,Debt Consolidation,611.82,7341.84,,Very Bad DTI,17.2,12,0,Bad UR,0.57,11799,20556,0,0,
18059,Short Term,723,10,Home Mortgage,90297,Debt Consolidation,1768.32,21219.84,0.24,Bad DTI,15.6,14,0,Good UR,0.37,7531,20353,0,0,
18061,Long Term,721,6,Home Mortgage,50170,Debt Consolidation,706.56,8478.72,0.17,Good DTI,18.7,13,0,Bad UR,0.62,8355,13455,0,0,
18061,Short Term,739,4,Rent,45153,Debt Consolidation,906.82,10881.84,0.24,Bad DTI,14.5,6,0,Very Bad UR,0.78,18293,23483,0,0,
18061,Short Term,742,1,Own Home,90306,Debt Consolidation,1234.18,14810.16,0.16,Good DTI,12.1,6,0,Very Bad UR,0.91,21361,23371,0,0,
18063,Short Term,746,6,Home Mortgage,60210,Debt Consolidation,384.34,4612.08,0.08,Excellent DTI,24.6,4,1,Very Bad UR,0.78,6433,8227,1,0,
18063,Short Term,,7,Rent,,Debt Consolidation,945.38,11344.56,,Very Bad DTI,14.4,21,0,Bad UR,0.56,17765,31498,0,0,
18065,Short Term,,,Home Mortgage,,Debt Consolidation,512.97,6155.64,,Very Bad DTI,30.6,12,0,Bad UR,0.61,17288,28202,0,0,
18067,Long Term,721,10,Home Mortgage,82303,Debt Consolidation,1721.52,20658.24,0.25,Bad DTI,16.9,13,0,Very Bad UR,0.8,22301,27912,0,0,
18067,Long Term,723,10,Rent,54200,Debt Consolidation,614.26,7371.12,0.14,Good DTI,31.6,18,0,Bad UR,0.52,20402,38861,0,0,
18067,Short Term,726,5,Home Mortgage,326203,Debt Consolidation,4648.39,55780.68,0.17,Good DTI,20.5,13,0,Very Bad UR,0.78,45011,57930,0,0,
18070,Long Term,702,9,Home Mortgage,85332,Debt Consolidation,2097.73,25172.76,0.29,Bad DTI,36.9,13,0,Very Bad UR,0.78,24272,31238,0,0,
18070,Long Term,730,2,Rent,100390,Debt Consolidation,1263.24,15158.88,0.15,Good DTI,39.1,11,0,Bad UR,0.64,16981,26700,0,0,
18070,Short Term,,1,Own Home,,Debt Consolidation,1203.45,14441.4,,Very Bad DTI,13.1,17,0,Good UR,0.35,9884,27843,0,0,
18072,Long Term,,2,Home Mortgage,,Debt Consolidation,455.57,5466.84,,Very Bad DTI,33,8,0,Very Bad UR,0.83,23516,28332,0,0,
18073,Short Term,,1,Own Home,,Debt Consolidation,1104.68,13256.16,,Very Bad DTI,18.8,16,0,Very Bad UR,0.77,28206,36822,0,0,
18074,Short Term,741,9,Rent,115472,Debt Consolidation,1404.91,16858.92,0.15,Good DTI,14.3,11,0,Very Bad UR,0.74,27811,37531,0,0,
18076,Short Term,740,3,Home Mortgage,118496,Debt Consolidation,2113.17,25358.04,0.21,Bad DTI,18.4,14,0,Very Bad UR,0.82,55632,68259,0,0,
18077,Short Term,748,10,Home Mortgage,125538,Debt Consolidation,2991.98,35903.76,0.29,Bad DTI,21.8,8,0,Good UR,0.38,11488,30392,0,0,
18079,Short Term,736,4,Home Mortgage,85374,Debt Consolidation,1337.53,16050.36,0.19,Good DTI,15.9,16,0,Bad UR,0.59,26044,43919,0,0,
18081,Short Term,731,10,Home Mortgage,57576,Debt Consolidation,1285.86,15430.32,0.27,Bad DTI,11.8,11,0,Very Bad UR,0.73,29148,39875,0,0,
18081,Long Term,,4,Home Mortgage,,Debt Consolidation,1124.46,13493.52,,Very Bad DTI,21.1,10,0,Very Bad UR,0.73,30219,41396,0,0,
18081,Long Term,698,8,Rent,45203,Debt Consolidation,516.06,6192.72,0.14,Good DTI,11.1,10,0,Good UR,0.4,17451,43628,0,0,
18083,Long Term,744,2,Rent,70322,Debt Consolidation,1599.83,19197.96,0.27,Bad DTI,15.5,35,0,Good UR,0.49,16292,33521,0,0,
18088,Short Term,742,7,Home Mortgage,83025,Debt Consolidation,1190.02,14280.24,0.17,Good DTI,19.6,6,0,Very Bad UR,0.77,16974,22015,0,0,
18088,Long Term,699,5,Rent,65319,Debt Consolidation,1077.76,12933.12,0.2,Good DTI,17.7,14,0,Bad UR,0.69,16073,23329,0,0,
18088,Short Term,714,1,Rent,90441,Debt Consolidation,1205.88,14470.56,0.16,Good DTI,8.8,16,0,Good UR,0.41,8237,19897,0,0,
18090,Long Term,651,10,Home Mortgage,62397,Debt Consolidation,1185.54,14226.48,0.23,Bad DTI,28.7,14,0,,0.7,31185,44550,0,0,
18092,Short Term,690,3,Rent,50352,small_business,591.64,7099.68,0.14,Good DTI,13.7,6,0,Good UR,0.43,6389,14964,0,0,
18095,Short Term,746,10,Home Mortgage,120636,Debt Consolidation,1588.37,19060.44,0.16,Good DTI,17.5,9,0,Bad UR,0.63,19211,30446,0,0,
18095,Short Term,736,7,Own Home,68331,Debt Consolidation,1218.56,14622.72,0.21,Bad DTI,12.8,11,0,Very Bad UR,0.88,16080,18293,0,0,
18096,Long Term,723,1,Rent,92449,Debt Consolidation,1479.18,17750.16,0.19,Good DTI,31.3,9,0,Bad UR,0.68,32613,47680,0,0,
18097,Long Term,722,1,Rent,90486,Debt Consolidation,371.75,4461,0.05,Excellent DTI,16.1,8,1,Very Bad UR,0.75,10930,14534,1,0,
18099,Long Term,,,Home Mortgage,,Debt Consolidation,1709.25,20511,,Very Bad DTI,15.5,11,0,Bad UR,0.65,25555,39620,0,0,
18101,Short Term,,10,Rent,,Debt Consolidation,1181.08,14172.96,,Very Bad DTI,31,20,0,Bad UR,0.55,25166,45757,0,0,
18101,Long Term,715,1,Rent,42008,Debt Consolidation,497.09,5965.08,0.14,Good DTI,15.2,33,1,Good UR,0.35,7129,20486,1,0,
18101,Long Term,720,1,Home Mortgage,41833,Debt Consolidation,746.02,8952.24,0.21,Bad DTI,12.1,13,0,Good UR,0.47,17749,37844,0,0,
18104,Long Term,675,1,Rent,41283,Debt Consolidation,712.14,8545.68,0.21,Good DTI,13.7,12,0,Very Bad UR,0.88,16517,18855,0,0,
18106,Short Term,721,2,Rent,57940,Debt Consolidation,878.75,10545,0.18,Good DTI,11.7,17,0,Good UR,0.45,19899,44516,0,0,
18108,Long Term,,10,Home Mortgage,,Debt Consolidation,1941.49,23297.88,,Very Bad DTI,26.2,14,0,Bad UR,0.56,14258,25236,0,0,
18108,Long Term,698,1,Rent,65390,Debt Consolidation,1858.16,22297.92,0.34,Very Bad DTI,14.8,13,0,Very Bad UR,0.8,22859,28468,0,0,
18110,Short Term,734,4,Home Mortgage,95580,Home Improvements,433.3,5199.6,0.05,Excellent DTI,13.7,10,1,Bad UR,0.54,3944,7345,1,0,
18110,Long Term,717,10,Home Mortgage,90549,Debt Consolidation,381.06,4572.72,0.05,Excellent DTI,36,11,0,Bad UR,0.69,12092,17602,0,0,
18112,Long Term,725,1,Home Mortgage,99614,Debt Consolidation,802.73,9632.76,0.1,Excellent DTI,25.7,4,0,Good UR,0.33,329,1006,0,0,
18112,Short Term,741,8,Home Mortgage,59366,Debt Consolidation,477.89,5734.68,0.1,Excellent DTI,17.6,12,0,Good UR,0.38,7369,19141,0,0,
18113,Short Term,,7,Home Mortgage,,Home Improvements,326.98,3923.76,,Very Bad DTI,18.6,10,1,Good UR,0.4,9558,24136,1,0,
18113,Short Term,722,1,Own Home,85536,Debt Consolidation,1111.96,13343.52,0.16,Good DTI,12,9,0,Very Bad UR,0.81,28316,35132,0,0,
18115,Long Term,723,10,Home Mortgage,41262,Debt Consolidation,262.7,3152.4,0.08,Excellent DTI,22,6,0,Very Bad UR,0.87,12142,13892,0,0,
18117,Long Term,709,1,Home Mortgage,85553,Debt Consolidation,1910.67,22928.04,0.27,Bad DTI,28,13,0,Very Bad UR,0.82,6286,7646,0,0,
18117,Long Term,676,9,Rent,69489,Debt Consolidation,1175.53,14106.36,0.2,Good DTI,16.6,19,0,Very Bad UR,0.81,25268,31350,0,0,
18119,Short Term,736,10,Rent,52343,Debt Consolidation,545.25,6543,0.13,Good DTI,20,6,0,Very Bad UR,0.89,5565,6239,0,0,
18120,Short Term,,1,Rent,,Debt Consolidation,1387.29,16647.48,,Very Bad DTI,12,15,0,Bad UR,0.64,21181,33199,0,0,
18122,Long Term,719,,Home Mortgage,60408,Debt Consolidation,1016.87,12202.44,0.2,Good DTI,17,9,1,Bad UR,0.63,15662,25059,1,0,
18124,Long Term,702,10,Rent,50345,Debt Consolidation,767.76,9213.12,0.18,Good DTI,21,12,0,Very Bad UR,0.71,15966,22552,0,0,
18125,Short Term,715,4,Rent,87516,small_business,161.18,1934.16,0.02,Excellent DTI,18.6,12,1,Good UR,0.38,4693,12318,1,0,
18126,Long Term,737,3,Home Mortgage,111085,Debt Consolidation,1721.82,20661.84,0.19,Good DTI,22.5,18,0,Good UR,0.43,86234,200545,0,0,
18126,Short Term,709,5,Rent,120840,Debt Consolidation,479.33,5751.96,0.05,Excellent DTI,16.8,18,1,Bad UR,0.57,9833,17312,1,0,
18126,Short Term,740,10,Home Mortgage,74955,Debt Consolidation,1336.69,16040.28,0.21,Bad DTI,21.4,13,1,Bad UR,0.65,5568,8527,1,0,
18128,Long Term,670,2,Rent,60426,Debt Consolidation,1193.41,14320.92,0.24,Bad DTI,15.2,17,0,Very Bad UR,0.96,19948,20844,0,0,
18131,Short Term,693,7,Rent,125913,Debt Consolidation,1269.62,15235.44,0.12,Good DTI,19.4,5,0,Very Bad UR,0.96,5842,6092,0,0,
18131,Long Term,,6,Home Mortgage,,Debt Consolidation,1144.97,13739.64,,Very Bad DTI,12.6,8,0,Very Bad UR,0.82,24196,29400,0,0,
18134,Long Term,691,10,Rent,39476,Debt Consolidation,993.48,11921.76,0.3,Very Bad DTI,36.8,15,0,Good UR,0.48,12798,26442,0,0,
18135,Long Term,721,3,Rent,58920,Debt Consolidation,1335.51,16026.12,0.27,Bad DTI,13.7,14,0,Excellent UR,0.29,8129,28126,0,0,
18136,Long Term,689,10,Home Mortgage,61932,Debt Consolidation,2059.25,24711,0.4,Very Bad DTI,16.5,21,0,Very Bad UR,0.82,51620,63260,0,0,
18139,Short Term,,2,Home Mortgage,,Debt Consolidation,2314.35,27772.2,,Very Bad DTI,17.5,12,0,Good UR,0.33,36227,109778,0,0,
18140,Short Term,739,6,Home Mortgage,88183,Debt Consolidation,1969.41,23632.92,0.27,Bad DTI,11.7,20,0,Bad UR,0.59,23717,39927,0,0,
18142,Short Term,739,10,Rent,85672,Debt Consolidation,1113.73,13364.76,0.16,Good DTI,22.2,10,0,Bad UR,0.56,20266,36061,0,0,
18144,Short Term,694,2,Home Mortgage,85680,Debt Consolidation,1235.22,14822.64,0.17,Good DTI,9.2,11,0,Bad UR,0.67,11081,16638,0,0,
18146,Short Term,719,10,Home Mortgage,87705,Debt Consolidation,2521.51,30258.12,0.34,Very Bad DTI,19.1,18,0,Very Bad UR,0.88,17051,19464,0,0,
18146,Short Term,726,6,Rent,42340,Debt Consolidation,692.62,8311.44,0.2,Good DTI,22.3,7,0,Very Bad UR,0.91,12462,13710,0,0,
18148,Long Term,720,3,Home Mortgage,105861,Home Improvements,2117.22,25406.64,0.24,Bad DTI,10.7,12,0,Very Bad UR,0.81,28572,35406,0,0,
18151,Short Term,733,2,Home Mortgage,45378,Debt Consolidation,419.75,5037,0.11,Good DTI,14.2,9,0,Bad UR,0.69,17520,25502,0,0,
18154,Long Term,,,Rent,,Debt Consolidation,534.77,6417.24,,Very Bad DTI,19.4,10,0,Excellent UR,0.29,6303,21735,0,0,
18155,Short Term,740,10,Rent,102877,Buy House,968.76,11625.12,0.11,Good DTI,22.3,8,0,Bad UR,0.67,33113,49720,0,0,
18157,Short Term,747,1,Rent,60522,Debt Consolidation,1523.14,18277.68,0.3,Very Bad DTI,22.5,12,0,Good UR,0.5,37687,75525,0,0,
18162,Long Term,716,7,Home Mortgage,50450,Debt Consolidation,1088.88,13066.56,0.26,Bad DTI,15.2,20,5,Good UR,0.33,13696,41885,0,4,
18163,Short Term,707,1,Home Mortgage,122448,Debt Consolidation,2102.02,25224.24,0.21,Good DTI,17.4,20,1,Very Bad UR,0.7,12415,17660,1,0,
18164,Long Term,640,10,Home Mortgage,95865,Debt Consolidation,1677.63,20131.56,0.21,Good DTI,14.3,15,0,Very Bad UR,0.78,29773,38025,0,0,
18171,Long Term,718,10,Home Mortgage,65618,Debt Consolidation,716.32,8595.84,0.13,Good DTI,15.8,12,0,Bad UR,0.52,18635,36045,0,0,
18171,Long Term,669,10,Home Mortgage,60852,Debt Consolidation,851.93,10223.16,0.17,Good DTI,11.5,8,1,Good UR,0.33,4843,14542,1,0,
18171,Long Term,732,10,Home Mortgage,75612,Debt Consolidation,1373.61,16483.32,0.22,Bad DTI,15.6,9,0,Excellent UR,0.09,2573,27087,0,0,
18173,Long Term,733,5,Home Mortgage,60576,Debt Consolidation,305.91,3670.92,0.06,Excellent DTI,14,8,0,Good UR,0.42,13656,32283,0,0,
18173,Short Term,747,7,Home Mortgage,201920,Debt Consolidation,4963.87,59566.44,0.3,Bad DTI,28.2,15,0,Bad UR,0.56,39067,69889,0,0,
18175,Short Term,739,9,Rent,69669,Debt Consolidation,1045.04,12540.48,0.18,Good DTI,16.6,12,0,Bad UR,0.59,15740,26769,0,0,
18175,Short Term,713,8,Home Mortgage,65631,Debt Consolidation,544.19,6530.28,0.1,Excellent DTI,14.2,7,0,Very Bad UR,0.79,5587,7072,0,0,
18176,Short Term,700,7,Rent,61440,Debt Consolidation,1305.6,15667.2,0.26,Bad DTI,14,8,0,Good UR,0.38,2705,7064,0,0,
18176,Short Term,,6,Rent,,Debt Consolidation,1048.09,12577.08,,Very Bad DTI,11.8,17,0,Very Bad UR,0.82,18204,22119,0,0,
18178,Short Term,743,10,Home Mortgage,75743,Other,1079.33,12951.96,0.17,Good DTI,13,8,1,Excellent UR,0.06,2534,41538,1,0,
18178,Long Term,725,10,Home Mortgage,111089,Debt Consolidation,981.29,11775.48,0.11,Excellent DTI,23,19,0,Good UR,0.44,18772,42663,0,0,
18180,Long Term,,1,Rent,,Debt Consolidation,780.88,9370.56,,Very Bad DTI,17.4,11,0,Excellent UR,0.29,13862,48300,0,0,
18181,Short Term,738,10,Home Mortgage,63622,Debt Consolidation,1256.53,15078.36,0.24,Bad DTI,28.4,18,0,Good UR,0.4,18956,47392,0,0,
18182,Long Term,691,7,Home Mortgage,136364,Debt Consolidation,1250,15000,0.11,Excellent DTI,13.6,9,0,Very Bad UR,0.75,25040,33521,0,0,
18184,Long Term,710,6,Own Home,40408,Home Improvements,620.26,7443.12,0.18,Good DTI,15.7,7,0,Very Bad UR,0.73,11261,15342,0,0,
18185,Long Term,743,1,Rent,52151,Debt Consolidation,751.83,9021.96,0.17,Good DTI,35.1,10,0,Good UR,0.46,14470,31732,0,0,
18187,Long Term,724,10,Rent,71991,Debt Consolidation,611.93,7343.16,0.1,Excellent DTI,13.3,11,0,Very Bad UR,0.72,17481,24145,0,0,
18189,Short Term,,10,Own Home,,Debt Consolidation,1334.59,16015.08,,Very Bad DTI,17.6,11,0,Excellent UR,0.04,1075,29047,0,0,
18190,Short Term,669,4,Rent,54862,Debt Consolidation,931.75,11181,0.2,Good DTI,19.1,5,0,Very Bad UR,0.97,7311,7576,0,0,
18194,Long Term,668,10,Rent,39552,Debt Consolidation,784.44,9413.28,0.24,Bad DTI,15.3,6,0,Very Bad UR,0.98,24640,25117,0,0,
18194,Short Term,712,3,Rent,85918,Debt Consolidation,270.64,3247.68,0.04,Excellent DTI,11.6,5,0,Very Bad UR,0.8,14342,17883,0,0,
18196,Short Term,722,1,Rent,104979,Debt Consolidation,1583.43,19001.16,0.18,Good DTI,16.8,9,0,Very Bad UR,0.86,10141,11792,0,0,
18196,Short Term,710,9,Rent,50545,Debt Consolidation,977.21,11726.52,0.23,Bad DTI,14.3,6,0,Very Bad UR,0.71,14466,20317,0,0,
18198,Long Term,669,10,Home Mortgage,55053,Debt Consolidation,1238.69,14864.28,0.27,Bad DTI,23,14,0,Good UR,0.44,8051,18340,0,0,
18200,Long Term,,7,Home Mortgage,,Debt Consolidation,982.91,11794.92,,Very Bad DTI,28.3,11,0,Good UR,0.41,18918,46367,0,0,
18201,Long Term,719,10,Rent,41887,Debt Consolidation,460.75,5529,0.13,Good DTI,25,19,1,Good UR,0.33,8804,26360,1,0,
18203,Short Term,726,7,Home Mortgage,56633,Debt Consolidation,523.85,6286.2,0.11,Good DTI,17.1,12,0,Bad UR,0.66,17888,27021,0,0,
18204,Long Term,689,10,Home Mortgage,68828,Debt Consolidation,1778.04,21336.48,0.31,Very Bad DTI,47,19,0,Very Bad UR,0.71,30262,42865,0,0,
18205,Short Term,750,10,Home Mortgage,85969,Debt Consolidation,42.27,507.24,0.01,Excellent DTI,15.4,4,0,Excellent UR,0.02,447,26296,0,0,
18207,Long Term,,4,Rent,,Other,521.44,6257.28,,Very Bad DTI,15.9,6,0,Good UR,0.36,6128,17213,0,0,
18208,Short Term,701,1,Home Mortgage,47150,Home Improvements,194.5,2334,0.05,Excellent DTI,14.8,13,0,Excellent UR,0.01,269,22404,0,0,
18208,Short Term,703,7,Home Mortgage,68441,Debt Consolidation,1442.95,17315.4,0.25,Bad DTI,17.5,18,0,Very Bad UR,0.82,26027,31856,0,0,
18211,Long Term,721,1,Rent,121404,Debt Consolidation,2519.13,30229.56,0.25,Bad DTI,16.3,16,2,Excellent UR,0.1,1100,11337,0,2,
18211,Long Term,717,6,Home Mortgage,90054,Debt Consolidation,1358.31,16299.72,0.18,Good DTI,16.3,12,0,Bad UR,0.64,31296,48823,0,0,
18214,Short Term,730,7,Home Mortgage,131547,Debt Consolidation,1863.59,22363.08,0.17,Good DTI,24.8,9,0,Very Bad UR,0.82,34158,41504,0,0,
18216,Long Term,723,4,Home Mortgage,40480,Debt Consolidation,306.64,3679.68,0.09,Excellent DTI,18.5,6,0,Bad UR,0.67,7950,11938,0,0,
18216,Short Term,,5,Home Mortgage,,Other,373.76,4485.12,,Very Bad DTI,16.6,9,0,Excellent UR,0.09,2542,29220,0,0,
18225,Short Term,730,10,Home Mortgage,75938,Debt Consolidation,1613.67,19364.04,0.25,Bad DTI,22.4,13,0,Very Bad UR,0.8,19035,23794,0,0,
18225,Short Term,720,1,Rent,62775,other,839.62,10075.44,0.16,Good DTI,23.1,7,0,Very Bad UR,0.77,23537,30487,0,0,
18227,Short Term,743,10,Home Mortgage,86071,Debt Consolidation,745.95,8951.4,0.1,Excellent DTI,22.3,11,0,Bad UR,0.62,27531,44765,0,0,
18227,Short Term,737,1,Home Mortgage,86071,Debt Consolidation,1004.17,12050.04,0.14,Good DTI,10.3,6,0,Bad UR,0.61,3224,5269,0,0,
18228,Short Term,675,1,Rent,40451,Debt Consolidation,505.64,6067.68,0.15,Good DTI,13.3,8,0,Good UR,0.45,14231,31695,0,0,
18229,Long Term,,7,Home Mortgage,,Debt Consolidation,1365.8,16389.6,,Very Bad DTI,16.6,11,0,Very Bad UR,0.78,14805,19029,0,0,
18230,Long Term,727,6,Home Mortgage,91152,Debt Consolidation,1260.94,15131.28,0.17,Good DTI,15.8,10,0,Very Bad UR,0.83,17040,20556,0,0,
